3.220000000000000000e+02,1.788023238300000000e+10
3.240000000000000000e+02,1.900205553700000000e+10
3.260000000000000000e+02,2.003734640800000000e+10
3.280000000000000000e+02,2.128057139000000000e+10
3.300000000000000000e+02,2.242625311500000000e+10
3.320000000000000000e+02,2.379662037800000000e+10
3.340000000000000000e+02,2.506322740600000000e+10
3.360000000000000000e+02,2.657791208400000000e+10
3.380000000000000000e+02,2.797003482600000000e+10
3.400000000000000000e+02,2.964226222900000000e+10
3.420000000000000000e+02,3.117747499600000000e+10
3.440000000000000000e+02,3.301422531800000000e+10
3.460000000000000000e+02,3.470525428700000000e+10
3.480000000000000000e+02,3.672826643000000000e+10
3.500000000000000000e+02,3.858062675900000000e+10
3.520000000000000000e+02,4.080639566100000000e+10
3.540000000000000000e+02,4.284219975300000000e+10
3.560000000000000000e+02,4.527861658600000000e+10
3.580000000000000000e+02,4.751367905700000000e+10
3.600000000000000000e+02,5.018903986800000000e+10
3.620000000000000000e+02,5.262883944800000000e+10
3.640000000000000000e+02,5.556250688600000000e+10
3.660000000000000000e+02,5.823627045100000000e+10
3.680000000000000000e+02,6.143770078800000000e+10
3.700000000000000000e+02,6.436367067800000000e+10
3.720000000000000000e+02,6.786814921500000000e+10
3.740000000000000000e+02,7.105271844100000000e+10
3.760000000000000000e+02,7.488453998700000000e+10
3.780000000000000000e+02,7.836403977100000000e+10
3.800000000000000000e+02,8.253299055900000000e+10
3.820000000000000000e+02,8.632968099100000000e+10
3.840000000000000000e+02,9.088115211700000000e+10
3.860000000000000000e+02,9.500129756500000000e+10
3.880000000000000000e+02,9.996314780500000000e+10
3.900000000000000000e+02,1.044535979920000000e+11
3.920000000000000000e+02,1.098373100210000000e+11
3.940000000000000000e+02,1.147229886230000000e+11
3.960000000000000000e+02,1.205852611430000000e+11
3.980000000000000000e+02,1.258733255880000000e+11
4.000000000000000000e+02,1.322479993280000000e+11
